Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
Everyman Cafe,Everyman Cinema,Holly Bush Vale,London,NW3 6TX,1,Restaurant/Cafe/Canteen,424261,FHRS,5,5,5,5,06/05/2010,False,21528,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526338,185744,-0.179041,51.556451,Unknown,08/05/2016,"(51.556451, -0.179041)",815
Excelsior Hotel,,41-42      Argyle Square,London,WC1H 8AL,7842,Hotel/bed & breakfast/guest house,424035,FHRS,0,0,0,5,21/03/2006,False,20050,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530308,182788,-0.122902,51.528976,Unknown,08/05/2016,"(51.528976, -0.122902)",816
Exmouth Arms,,1      Starcross Street,London,NW1 2HR,7843,Pub/bar/nightclub,426253,FHRS,15,10,10,2,24/03/2015,False,7005,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529343,182608,-0.136885,51.527589,Unknown,08/05/2016,"(51.527589, -0.136885)",817
Express Food & Wine,,3b      Camden Road,London,NW1 9LG,4613,Retailers - other,535610,FHRS,10,10,10,3,05/03/2013,False,71705,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528953,183944,-0.142015,51.539684,Unknown,08/05/2016,"(51.539684, -0.142015)",818
Express Grill and Pizza,,115 King's Cross Road,London,WC1X 9NH,7844,Takeaway/sandwich shop,865575,FHRS,15,10,20,1,29/01/2016,False,180570,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530787,182816,-0.116004,51.529125,Unknown,08/05/2016,"(51.529125, -0.116004)",819
Andy's Sandwiches,,59      Grafton Road,London,NW5 3EL,1,Restaurant/Cafe/Canteen,424222,FHRS,0,0,0,5,15/02/2010,False,21141,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528595,184910,-0.146808,51.548438,Unknown,08/05/2016,"(51.548438, -0.146808)",82
Express by Holiday Inn,,152-156      Finchley Road,London,NW3 5HS,7842,Hotel/bed & breakfast/guest house,424901,FHRS,0,0,0,5,17/11/2010,False,39377,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526273,184820,-0.180323,51.548162,Unknown,08/05/2016,"(51.548162, -0.180323)",820
Express food and wine,,379      Kentish Town Road,,NW5 2TJ,4613,Retailers - other,720380,FHRS,10,15,10,2,10/11/2014,False,76479,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528980,185137,-0.141189,51.550399,Unknown,08/05/2016,"(51.550399, -0.141189)",821
FINLondon Welsh Centre,,157-163      Gray's Inn Road,London,WC1X 8UE,7841,Other catering premises,424225,FHRS,5,0,5,5,25/03/2009,False,21174,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530712,182375,-0.117234,51.52518,Unknown,08/05/2016,"(51.52518, -0.117234)",822
Fab Food & Wine,,34      Primrose Hill Road,London,NW3 3AD,4613,Retailers - other,425850,FHRS,5,5,10,4,02/01/2014,False,61585,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527552,184232,-0.162101,51.542582,Unknown,08/05/2016,"(51.542582, -0.162101)",823
Fabrizo,,30      St Cross Street,London,EC1N 8UH,1,Restaurant/Cafe/Canteen,425057,FHRS,0,10,10,4,16/04/2013,False,46223,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531290,181895,-0.109086,51.520724,Unknown,08/05/2016,"(51.520724, -0.109086)",824
Fair Price Fruit and Veg,,82      Queen's Crescent,,NW5 4EB,4613,Retailers - other,583262,FHRS,10,15,10,2,12/08/2013,False,77907,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528247,185038,-0.151791,51.549668,Unknown,08/05/2016,"(51.549668, -0.151791)",825
Fairly Square,,51      Red Lion Street,,WC1R 4PF,1,Restaurant/Cafe/Canteen,551141,FHRS,5,10,10,3,11/04/2013,False,76028,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530703,181783,-0.117583,51.519862,Unknown,08/05/2016,"(51.519862, -0.117583)",826
Fairprice Supermarket,,10      Fairhazel Gardens,London,NW6 3SG,4613,Retailers - other,425001,FHRS,5,10,5,4,17/03/2009,False,4383,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,526274,184145,-0.180537,51.542087,Unknown,08/05/2016,"(51.542087, -0.180537)",827
Fairway Hotel,,13-15      Argyle Street,London,WC1H 8EJ,7842,Hotel/bed & breakfast/guest house,423946,FHRS,0,5,5,5,17/04/2012,False,15007,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530249,182836,-0.123748,51.529421,Unknown,08/05/2016,"(51.529421, -0.123748)",828
Falafel City,"Falafel City Restaurant Pod Level 2 Unit B, The O2 Centre",255      Finchley Road,,NW3 6LU,7844,Takeaway/sandwich shop,759328,FHRS,10,5,5,4,13/04/2015,False,79435,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,526197,184795,-0.181427,51.547954,Unknown,08/05/2016,"(51.547954, -0.181427)",829
First Class Lounge Platform 8,Kings Cross And St Pancras Und,Euston Road,London,N1 9AP,1,Restaurant/Cafe/Canteen,424695,FHRS,5,5,5,5,27/03/2013,False,30940,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530288,182947,-0.12313999980688,51.5304107666016,Unknown,08/05/2016,"(51.5304107666016, -0.12313999980688)",846
Andy's Taverna,,81A      Bayham Street,London,NW1 0AG,1,Restaurant/Cafe/Canteen,425968,FHRS,10,10,10,3,03/09/2015,False,6251,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529060,183737,-0.140549,51.537791,Unknown,08/05/2016,"(51.537791, -0.140549)",83
Farrer And Company Canteen,,66      Lincoln's Inn Fields,London,WC2A 3LH,1,Restaurant/Cafe/Canteen,424297,FHRS,0,0,0,5,02/03/2007,False,21843,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530608,181403,-0.119092,51.516469,Unknown,08/05/2016,"(51.516469, -0.119092)",830
Fastoche,,Brunswick Centre,London,WC1N 1AF,1,Restaurant/Cafe/Canteen,426203,FHRS,5,0,0,5,12/06/2012,False,69011,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530247,182328,-0.12395035475492,51.5248565673828,Unknown,08/05/2016,"(51.5248565673828, -0.12395035475492)",831
Fat Man Chilli LLP,Street Record,Brunswick Centre,London,,7846,Mobile caterer,425827,FHRS,5,5,5,5,27/02/2010,False,61376,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530298,182175,-0.123277,51.523476,Unknown,08/05/2016,"(51.523476, -0.123277)",832
Feilden Clegg Bradley Studios LLP,,20 Tottenham Street,,W1T 4RG,1,Restaurant/Cafe/Canteen,765119,FHRS,10,10,10,3,05/05/2015,False,82141,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529428,181816,-0.135951,51.520452,Unknown,08/05/2016,"(51.520452, -0.135951)",833
Feng Shang Princess Floating Restaurant,Feng Shang Floating Restaurant,Prince Albert Road,London,NW1 7SS,1,Restaurant/Cafe/Canteen,425753,FHRS,0,5,0,5,19/11/2010,False,6045,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,528307,183664,-0.151413,51.537306,Unknown,08/05/2016,"(51.537306, -0.151413)",834
Feng Sushi,,280      West End Lane,,NW6 1LJ,1,Restaurant/Cafe/Canteen,552770,FHRS,5,5,5,5,15/05/2013,False,73910,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525469,185205,-0.191761,51.551801,Unknown,08/05/2016,"(51.551801, -0.191761)",835
Feng Sushi,,1      Adelaide Road,London,NW3 3QE,7844,Takeaway/sandwich shop,425244,FHRS,0,5,0,5,09/07/2012,False,52362,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528168,184382,-0.153168,51.543799,Unknown,08/05/2016,"(51.543799, -0.153168)",836
Ferreira Delicatessen,,40      Delancey Street,London,NW1 7RY,4613,Retailers - other,424151,FHRS,10,10,10,3,21/03/2013,False,20654,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528793,183587,-0.144437,51.536512,Unknown,08/05/2016,"(51.536512, -0.144437)",837
Fifty Five Lounge,,31      Jamestown Road,London,NW1 7DB,7843,Pub/bar/nightclub,425383,FHRS,5,5,5,5,09/03/2011,False,55129,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528612,183962,-0.146909,51.539915,Unknown,08/05/2016,"(51.539915, -0.146909)",838
Fifty Seven L'Osteria,,57      Gray's Inn Road,London,WC1X 8PP,1,Restaurant/Cafe/Canteen,426407,FHRS,5,5,10,4,28/09/2015,False,7542,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530941,182034,-0.114062,51.522054,Unknown,08/05/2016,"(51.522054, -0.114062)",839
Anima & Euore,,129 Kentish Town Road,,NW1 8PB,1,Restaurant/Cafe/Canteen,765118,FHRS,5,5,10,4,21/04/2015,False,80828,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528959,184464,-0.141738,51.544356,Unknown,08/05/2016,"(51.544356, -0.141738)",84
Fine Burger Co,"Unit 17a, St Pancras Station",Pancras Road,London,NW1 2QL,1,Restaurant/Cafe/Canteen,425490,FHRS,5,0,0,5,23/03/2016,False,56643,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,530180,182973,-0.1246900036931,51.5306701660156,Unknown,08/05/2016,"(51.5306701660156, -0.1246900036931)",840
Fine Foods Convenience Store,,151      King's Cross Road,London,WC1X 9BN,4613,Retailers - other,424276,FHRS,15,15,20,1,26/02/2015,False,21722,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530720,182908,-0.116921,51.529968,Unknown,08/05/2016,"(51.529968, -0.116921)",841
Fine Pharmacy,,86      Queen's Crescent,London,NW5 4EB,4613,Retailers - other,424804,FHRS,,,,Exempt,22/12/2015,False,3515,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528247,185038,-0.151791,51.549668,Unknown,08/05/2016,"(51.549668, -0.151791)",842
Fino,,33      Charlotte Street,London,W1T 1RR,1,Restaurant/Cafe/Canteen,425107,FHRS,0,5,5,5,06/03/2008,False,47870,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529458,181651,-0.135579,51.518962,Unknown,08/05/2016,"(51.518962, -0.135579)",843
Fire N Spice,,312      Kilburn High Road,,NW6 2DG,1,Restaurant/Cafe/Canteen,571664,FHRS,5,5,10,4,24/11/2014,False,77286,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,524848,184406,-0.20101,51.544758,Unknown,08/05/2016,"(51.544758, -0.20101)",844
First Choice,,1      Kentish Town Road,London,NW1 8NH,1,Restaurant/Cafe/Canteen,424866,FHRS,10,5,10,3,28/09/2012,False,3744,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528914,183946,-0.142576,51.539711,Unknown,08/05/2016,"(51.539711, -0.142576)",845
Fish Cafe,,70-71 Hampstead High Street,,NW3 1QP,1,Restaurant/Cafe/Canteen,735898,FHRS,5,5,10,4,27/11/2014,False,80141,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526431,185686,-0.177735,51.555909,Unknown,08/05/2016,"(51.555909, -0.177735)",847
Fishbone,,82      Cleveland Street,London,W1T 6NF,7844,Takeaway/sandwich shop,424135,FHRS,10,0,10,4,16/08/2012,False,20581,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529107,181991,-0.140497,51.522089,Unknown,08/05/2016,"(51.522089, -0.140497)",848
Fitness First Clubs Limited,,179A      Tottenham Court Road,London,W1T 7PA,4613,Retailers - other,426467,FHRS,,,,Exempt,24/06/2007,False,8477,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529490,182020,-0.134983,51.522271,Unknown,08/05/2016,"(51.522271, -0.134983)",849
Fitzjohns Primary School,Fitzjohn's Primary School,86A      Fitzjohn's Avenue,London,NW3 6NP,7845,School/college/university,424526,FHRS,5,0,0,5,24/09/2014,False,2562,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526567,185412,-0.175873,51.553408,Unknown,08/05/2016,"(51.553408, -0.175873)",850
Fitzrovia Bed and Breakfast,,15      Colville Place,London,W1T 2BN,7842,Hotel/bed & breakfast/guest house,425572,FHRS,5,5,5,5,10/01/2013,False,57773,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529498,181682,-0.134992,51.519223,Unknown,08/05/2016,"(51.519223, -0.134992)",851
Fitzrovia Belle,,174      Tottenham Court Road,,W1T 7NT,7843,Pub/bar/nightclub,470864,FHRS,10,15,10,2,10/12/2014,False,74087,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529439,182052,-0.135706,51.52257,Unknown,08/05/2016,"(51.52257, -0.135706)",852
Fitzrovia Community Nursery,,54a      Whitfield Street,London,W1T 4ES,7845,School/college/university,425797,FHRS,10,0,5,4,02/11/2015,False,60972,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,853
Fitzrovia Restaurant,,29      Tottenham Street,London,W1T 4RP,1,Restaurant/Cafe/Canteen,423662,FHRS,0,10,10,4,30/09/2014,False,10345,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529377,181756,-0.136708,51.519916,Unknown,08/05/2016,"(51.519916, -0.136708)",854
Fitzroy Hotel,,41      Fitzroy Street,London,W1T 6DZ,7842,Hotel/bed & breakfast/guest house,424502,FHRS,0,5,5,5,26/07/2012,False,24724,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529104,182174,-0.140473,51.523743,Unknown,08/05/2016,"(51.523743, -0.140473)",855
Fitzroy Tavern,,16A      Charlotte Street,London,W1T 2LY,7843,Pub/bar/nightclub,423953,FHRS,0,10,0,4,30/04/2012,False,15492,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529517,181622,-0.134726,51.518688,Unknown,08/05/2016,"(51.518688, -0.134726)",856
Flapjacks Cafe,,315      Kentish Town Road,London,NW5 2TJ,1,Restaurant/Cafe/Canteen,424565,FHRS,0,0,0,5,10/06/2015,False,26529,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528980,185137,-0.141189,51.550399,Unknown,08/05/2016,"(51.550399, -0.141189)",857
Flask Tavern,,77      Highgate West Hill,London,N6 6BU,7843,Pub/bar/nightclub,424260,FHRS,10,10,10,3,27/01/2014,False,21513,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528281,187337,-0.150449,51.57032,Unknown,08/05/2016,"(51.57032, -0.150449)",858
Food House Restuarant,Royal Free Hospital,Pond Street,London,NW3 2QG,5,Hospitals/Childcare/Caring Premises,425573,FHRS,5,5,5,5,31/03/2016,False,57777,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527297,185410,-0.165336,51.553234,Unknown,08/05/2016,"(51.553234, -0.165336)",873
Fleet Food & Wine,,88      Fleet Road,London,NW3 2QT,4613,Retailers - other,424632,FHRS,10,5,10,3,27/07/2010,False,28812,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527600,185444,-0.160956,51.553471,Unknown,08/05/2016,"(51.553471, -0.160956)",859
Antalya Restaurant,Cranfield House,97-107      Southampton Row,London,WC1B 4HH,1,Restaurant/Cafe/Canteen,425655,FHRS,5,5,5,5,12/10/2012,False,58952,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530260,181893,-0.123924,51.520944,Unknown,08/05/2016,"(51.520944, -0.123924)",86
Fleet News,,90      Fleet Road,London,NW3 2QX,4613,Retailers - other,424584,FHRS,10,5,5,4,05/01/2011,False,2692,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527451,185478,-0.163092,51.553802,Unknown,08/05/2016,"(51.553802, -0.163092)",860
Fleet Primary School,Fleet Primary School,Fleet Road,London,NW3 2QT,7845,School/college/university,424593,FHRS,5,5,5,5,30/11/2015,False,2704,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527600,185444,-0.160956,51.553471,Unknown,08/05/2016,"(51.553471, -0.160956)",861
Fleet River Bakery,,71      Lincoln's Inn Fields,London,WC2A 3JF,4613,Retailers - other,425678,FHRS,0,0,5,5,23/09/2011,False,59351,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,862
Fleet Tandoori,,104      Fleet Road,London,NW3 2QX,1,Restaurant/Cafe/Canteen,424589,FHRS,5,10,20,1,18/02/2015,False,2698,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527451,185478,-0.163092,51.553802,Unknown,08/05/2016,"(51.553802, -0.163092)",863
Fleet acre Ltd,Site At 52 And 52a,Prince Of Wales Road,,NW5 3LR,1,Restaurant/Cafe/Canteen,708533,FHRS,5,5,5,5,30/09/2014,False,75876,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528589,184787,-0.146939,51.547334,Unknown,08/05/2016,"(51.547334, -0.146939)",864
Flesh & Buns,,41      Earlham Street,,WC2H 9LD,1,Restaurant/Cafe/Canteen,624317,FHRS,10,5,5,4,25/11/2013,False,77975,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530111,181113,-0.126358,51.513969,Unknown,08/05/2016,"(51.513969, -0.126358)",865
Floor 12 Private Patients,Royal Free Hospital,Pond Street,London,NW3 2QG,5,Hospitals/Childcare/Caring Premises,426069,FHRS,0,5,0,5,22/01/2016,False,65404,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527297,185410,-0.165336,51.553234,Unknown,08/05/2016,"(51.553234, -0.165336)",866
Flourish Craft Bakery,,Malet Street,London,WC1E 7JG,7844,Takeaway/sandwich shop,426336,FHRS,5,0,5,5,10/11/2011,False,71724,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529692,182124,-0.132021,51.523159,Unknown,08/05/2016,"(51.523159, -0.132021)",867
Flower Power City,,59-61      Regent's Park Road,London,NW1 8XD,4613,Retailers - other,425614,FHRS,0,5,0,5,19/10/2008,False,58277,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,527857,184049,-0.157758,51.540868,Unknown,08/05/2016,"(51.540868, -0.157758)",868
Flowers By Jayne,,260      Kentish Town Road,London,NW5 2AA,4613,Retailers - other,423902,FHRS,,,,Exempt,01/05/2014,False,14374,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529030,185096,-0.140483,51.550019,Unknown,08/05/2016,"(51.550019, -0.140483)",869
Anthony Delicatessen,,146      Regent's Park Road,London,NW1 8XN,4613,Retailers - other,425292,FHRS,10,5,10,3,27/06/2012,False,5334,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,527929,184121,-0.156708,51.541499,Unknown,08/05/2016,"(51.541499, -0.156708)",87
Fongs Kitchen,,74      Mansfield Road,London,NW3 2HU,7844,Takeaway/sandwich shop,424599,FHRS,10,10,10,3,22/03/2016,False,2742,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,528009,185521,-0.155046,51.554071,Unknown,08/05/2016,"(51.554071, -0.155046)",870
Food Bazaar,,59      Gray's Inn Road,London,WC1X 8TL,1,Restaurant/Cafe/Canteen,424821,FHRS,5,10,10,3,11/09/2012,False,35525,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530926,182079,-0.114275,51.522462,Unknown,08/05/2016,"(51.522462, -0.114275)",871
Food For Thought,,31      Neal Street,London,WC2H 9PR,1,Restaurant/Cafe/Canteen,423830,FHRS,10,10,10,3,26/06/2013,False,13439,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530156,181138,-0.125714,51.514192,Unknown,08/05/2016,"(51.514192, -0.125714)",872
Food Link,,119      Finchley Road,London,NW3 6HY,4613,Retailers - other,425158,FHRS,5,5,5,5,15/09/2008,False,49649,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,526611,184260,-0.175639,51.543045,Unknown,08/05/2016,"(51.543045, -0.175639)",874
Food Retail,,74      Mill Lane,London,NW6 1NL,4613,Retailers - other,426171,FHRS,10,0,5,4,14/09/2012,False,68124,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,524931,185144,-0.199538,51.551372,Unknown,08/05/2016,"(51.551372, -0.199538)",875
Food World Central,,7      Great Queen Street,London,WC2B 5DG,1,Restaurant/Cafe/Canteen,425253,FHRS,0,5,10,4,21/08/2012,False,52516,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530503,181364,-0.120633,51.516143,Unknown,08/05/2016,"(51.516143, -0.120633)",876
For Goodness Bake,Escp Europe Business School 1st And 2nd Floor,527 Finchley Road,,NW3 7BE,1,Restaurant/Cafe/Canteen,740236,FHRS,5,5,5,5,26/01/2015,False,83113,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,877
Forge & Co,,196-199 Tottenham Court Road,London,W1T 7PJ,1,Restaurant/Cafe/Canteen,849899,FHRS,20,10,10,1,16/02/2016,False,180691,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529552,181921,-0.134126,51.521367,Unknown,08/05/2016,"(51.521367, -0.134126)",878
Fork Deli,,85      Marchmont Street,London,WC1N 1AL,1,Restaurant/Cafe/Canteen,440905,FHRS,10,10,10,3,09/08/2012,False,71904,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530114,182431,-0.125842,51.525821,Unknown,08/05/2016,"(51.525821, -0.125842)",879
Antimony Balance,,47      Farringdon Road,London,EC1M 3JB,4613,Retailers - other,423658,FHRS,5,5,10,4,20/09/2010,False,10231,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531482,181867,-0.106345,51.520428,Unknown,08/05/2016,"(51.520428, -0.106345)",88
Fortess Tandoori,,131      Fortess Road,London,NW5 2HR,1,Restaurant/Cafe/Canteen,424852,FHRS,0,5,10,4,19/04/2012,False,3707,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529102,185785,-0.139193,51.556186,Unknown,08/05/2016,"(51.556186, -0.139193)",880
Fortnum & Mason,"Unit 1a Ticket Office, St Pancras International Station",Pancras Road,,NW1 2QL,1,Restaurant/Cafe/Canteen,628484,FHRS,5,5,5,5,11/01/2014,False,79020,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,882
Fortune Gate,,315      West End Lane,London,NW6 1RD,7844,Takeaway/sandwich shop,424688,FHRS,5,5,10,4,15/02/2012,False,3085,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525437,185156,-0.19224,51.551359,Unknown,08/05/2016,"(51.551359, -0.19224)",883
Four Lanterns,,96      Cleveland Street,London,W1T 6NP,1,Restaurant/Cafe/Canteen,426432,FHRS,10,5,10,3,26/03/2012,False,7964,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529054,182060,-0.141235,51.52273,Unknown,08/05/2016,"(51.52273, -0.141235)",884
Fourways,,240      Gray's Inn Road,London,WC1X 8JR,4613,Retailers - other,426414,FHRS,0,0,0,5,02/09/2008,False,7676,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530796,182325,-0.116056,51.524711,Unknown,08/05/2016,"(51.524711, -0.116056)",885
Franco Manca,,98      Tottenham Court Road,,W1T 4TR,1,Restaurant/Cafe/Canteen,632481,FHRS,5,5,10,4,30/01/2014,False,79143,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529380,182024,-0.136566,51.522332,Unknown,08/05/2016,"(51.522332, -0.136566)",886
Frank Barnes School for Deaf Children,Frank Barnes School For Deaf C,105      Camley Street,London,N1C 4PF,7845,School/college/university,759315,FHRS,0,5,0,5,23/03/2015,False,67771,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529759,183837,-0.130439,51.538538,Unknown,08/05/2016,"(51.538538, -0.130439)",887
Frankie & Benny's,"Unit 8d, The O2 Centre",255      Finchley Road,,NW3 6LU,1,Restaurant/Cafe/Canteen,781857,FHRS,5,5,10,4,10/07/2015,False,79076,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,526197,184795,-0.181427,51.547954,Unknown,08/05/2016,"(51.547954, -0.181427)",888
Franks Superstore,,62-64      Queen's Crescent,London,NW5 4EE,4613,Retailers - other,424798,FHRS,10,10,10,3,17/02/2015,False,3505,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528209,185007,-0.152336,51.549406,Unknown,08/05/2016,"(51.549406, -0.152336)",889
