sn,s4weight,s4act1,s1truan1,s1gor,dadsec,momsec,famsec,s1pared,s1sex
263799,,,7,6,3,2,2,2,2
263800,,,1,9,6,4,4,3,2
263801,1.51179470968867,3,4,10,3,5,3,3,2
263802,,,7,8,4,5,4,3,2
263804,,,7,3,4,5,4,3,2
263805,,,7,3,5,3,3,3,1
263806,,,7,1,2,5,2,1,1
263807,,,7,2,5,6,5,3,2
263808,,,4,5,4,5,4,3,2
263810,,,7,2,6,6,6,3,2
263812,,,7,6,3,5,3,1,1
263813,0.589406462332869,2,7,8,5,3,3,2,2
263814,,,4,8,5,6,5,3,2
263815,,,4,4,1,5,1,1,1
263816,0.395215649630753,1,7,5,2,3,2,2,1
263817,,,7,5,6,2,2,3,2
263819,,,7,4,2,3,2,2,2
263822,0.593647333123825,2,7,2,3,2,2,1,2
263824,0.727313465262081,3,4,4,2,3,2,2,1
263826,,,7,5,6,3,3,3,2
263827,,,7,6,6,6,6,3,2
263828,,,7,9,6,3,3,3,1
263831,,,7,9,2,3,2,2,2
263833,,,7,6,2,2,2,1,2
263834,0.480329967757646,2,7,2,2,2,2,1,1
263835,,,7,9,2,2,2,1,1
263836,0.320583221924333,2,4,5,3,5,3,3,2
263837,,,4,2,1,3,1,1,1
263838,,,7,2,6,6,6,3,1
263839,,,7,1,6,6,6,3,2
263842,,,7,2,6,5,5,3,1
263843,,,7,3,3,2,2,2,1
263844,,,4,8,5,6,5,3,2
263845,,,4,6,3,2,2,3,1
263847,,,7,6,3,6,3,3,2
263850,0.897926824353171,2,4,11,1,3,1,1,1
263854,,,7,5,3,2,2,2,1
263855,1.82088379646123,3,7,2,6,5,5,3,1
263858,,,7,3,3,5,3,3,1
263861,,,7,6,1,2,1,2,1
263863,,,4,2,4,6,4,3,2
263865,0.491943935955923,2,7,3,3,3,3,3,2
263867,1.0008114239731,6,7,10,3,6,3,3,1
263869,0.8584525311464,2,7,9,1,4,1,1,1
263871,1.05152169586679,1,1,4,4,2,2,1,1
263875,1.34699470382766,3,7,10,5,3,3,3,2
263877,,,7,9,4,6,4,3,1
263883,,,7,5,5,5,5,3,2
263884,,,4,5,2,2,2,1,2
263887,,,7,3,5,4,4,2,2
263892,,,4,2,6,3,3,3,2
263893,,,4,4,3,5,3,2,2
263896,0.713443610701686,4,7,11,2,5,2,2,2
263900,0.829099400533207,3,7,3,5,6,5,3,1
263901,,,7,11,2,2,2,1,1
263902,,,4,6,1,1,1,1,2
263906,,,4,8,6,5,5,3,1
263909,,,7,5,1,5,1,3,1
263910,,,7,9,1,2,1,1,2
263912,0.435545415137021,2,7,3,3,3,3,3,2
263913,,,7,2,3,3,3,2,2
263914,,,4,5,6,3,3,1,2
263916,,,7,7,4,5,4,1,2
263917,,,4,1,6,2,2,3,2
263921,0.953699576450296,3,4,2,4,5,4,3,2
263922,1.35717071625639,2,7,6,1,4,1,3,1
263923,,,7,1,5,5,5,3,2
263924,0.782963745018417,3,7,4,5,5,5,2,2
263925,0.77101732350147,2,7,7,4,6,4,3,1
263926,0.651157910919177,2,7,8,1,2,1,1,1
263927,0.343849138646381,4,7,5,1,2,1,1,2
263928,,,7,9,6,5,5,3,1
263930,,,7,5,6,5,5,3,1
263932,,,7,3,6,2,2,1,2
263936,,,7,5,6,2,2,2,2
263937,0.693217238862735,2,7,5,3,4,3,1,2
263938,1.26636771418616,5,4,2,6,6,6,3,2
263939,,,7,4,5,4,4,3,1
263941,,,7,8,1,2,1,2,2
263943,,,7,2,2,2,2,2,1
263946,0.82600769070149,2,7,5,1,2,1,1,2
263950,,,7,10,2,2,2,3,2
263951,,,7,9,3,6,3,3,1
263952,,,4,8,2,6,2,2,1
263954,,,7,1,5,3,3,3,2
263959,3.53209448525467,4,7,7,6,6,6,3,1
263960,,,7,2,6,6,6,3,2
263962,,,7,9,1,3,1,1,1
263965,,,7,10,2,4,2,1,2
263967,,,4,6,4,3,3,3,2
263973,,,7,2,5,3,3,3,2
263977,1.99745010502203,3,7,1,2,2,2,2,1
263978,,,7,9,1,2,1,3,2
263979,0.895878431008175,3,7,8,6,2,2,1,2
263980,0.413277312746234,2,7,10,2,2,2,1,2
263981,0.913651206167441,3,4,1,5,5,5,1,2
263982,,,4,9,2,2,2,3,1
263983,,,7,4,1,2,1,1,2
263987,0.451216215132179,3,7,3,4,2,2,1,2
263989,0.666414431404577,2,7,6,2,2,2,3,1
263990,1.20560923979745,3,7,9,1,5,1,3,1
263991,,,1,9,6,2,2,1,2
263992,,,7,2,5,3,3,3,2
263993,,,7,8,3,6,3,2,1
263996,,,7,6,3,3,3,3,2
263998,,,4,2,2,3,2,1,1
263999,1.34819894226926,2,4,6,1,2,1,2,1
264001,,,4,8,6,6,6,3,2
264005,,,4,2,3,6,3,1,1
264006,,,7,2,3,2,2,3,2
264009,,,4,5,6,6,6,3,2
264010,0.991349080895469,3,7,5,3,3,3,3,1
264013,,,7,5,4,3,3,1,2
264016,,,7,1,5,5,5,3,1
264021,,,7,9,3,5,3,3,1
264022,,,7,3,2,3,2,3,1
264023,,,7,2,6,5,5,3,1
264025,,,4,6,1,3,1,2,2
264026,,,4,6,4,5,4,3,2
264027,,,7,11,6,5,5,3,2
264028,,,7,8,2,2,2,1,2
264029,,,7,8,3,3,3,3,1
264030,,,4,3,2,4,2,3,2
264033,,,4,1,6,5,5,3,2
264035,,,7,5,6,2,2,3,1
264038,2.5191416586001,2,4,7,6,6,6,3,2
264041,0.528858508034203,2,7,2,2,5,2,1,2
264042,0.516484913257988,2,7,2,3,1,1,1,2
264043,0.366854369572609,2,7,5,5,5,5,3,1
264044,,,4,11,3,3,3,2,1
264045,0.749512202333991,2,7,9,1,2,1,1,1
264047,0.949330727748838,1,4,4,1,2,1,2,1
264049,,,4,9,5,6,5,1,2
264050,2.57137491027549,3,1,7,6,1,1,1,2
264053,,,7,9,1,1,1,2,1
264056,,,7,8,2,2,2,2,2
264057,,,4,2,5,2,2,1,1
264058,,,4,3,6,6,6,3,1
264059,,,7,5,3,6,3,3,2
264060,1.17864110408313,3,7,3,2,2,2,1,1
264061,,,7,2,2,3,2,2,1
264063,0.73818642388956,2,4,7,1,2,1,1,1
264066,,,4,11,4,5,4,3,2
264071,0.679946441113707,2,7,8,6,3,3,2,2
264072,,,1,3,6,5,5,3,2
264073,1.22371813223685,6,4,10,3,5,3,3,2
264075,,,7,6,1,2,1,1,2
264076,,,7,1,5,3,3,3,1
264077,,,7,4,4,3,3,3,2
264079,,,4,3,2,2,2,2,2
264083,,,7,2,4,4,4,2,1
264085,,,1,6,3,4,3,3,1
264086,0.796243920483092,2,7,1,3,3,3,1,2
264087,,,7,5,2,3,2,2,2
264088,,,7,10,6,2,2,3,1
264089,,,7,11,6,5,5,3,2
264091,,,1,1,6,6,6,3,2
264094,0.696240562592126,2,7,9,1,4,1,1,1
264095,2.2308279640927,3,4,1,6,6,6,3,2
264096,,,7,9,1,5,1,3,2
264098,,,7,2,2,6,2,1,2
264100,0.514489093405897,3,4,4,3,3,3,2,1
264104,0.630713927523945,4,7,3,3,2,2,1,2
264105,,,7,4,5,5,5,3,1
264107,0.751652614536347,2,7,5,1,5,1,2,2
264108,,,7,6,2,1,1,2,2
264109,0.476185307869039,3,7,10,3,3,3,3,2
264110,,,7,10,5,5,5,3,1
264111,,,7,2,5,5,5,3,1
264114,2.4722569867999,2,4,2,3,3,3,1,1
264117,,,7,3,5,6,5,3,1
264119,0.867153401790114,2,7,8,6,2,2,1,1
264120,0.589960400508558,2,7,8,1,2,1,1,2
264121,,,7,2,3,2,2,2,1
264123,,,4,9,3,6,3,1,2
264124,,,1,6,3,5,3,3,1
264125,,,4,2,4,3,3,2,1
264127,,,7,5,6,6,6,3,2
264128,,,4,9,3,2,2,1,2
264129,,,4,6,4,5,4,3,1
264131,,,7,1,3,3,3,3,1
264134,,,7,4,5,3,3,3,2
264135,,,7,4,2,4,2,2,2
264136,,,4,6,1,2,1,1,2
264138,0.985551751136898,2,4,11,4,5,4,3,2
264139,,,7,9,5,5,5,2,2
264140,,,7,8,6,6,6,3,1
264142,4.70697191397965,1,4,10,2,2,2,1,1
264143,0.932128250511113,2,4,11,1,1,1,1,2
264145,0.960015482577276,7,7,10,3,3,3,3,1
264147,1.04984876725595,4,4,9,1,5,1,3,2
264149,,,7,2,3,3,3,3,2
264150,0.927658500611907,2,7,5,3,2,2,1,1
264153,,,7,9,4,5,4,3,1
264154,1.69086520764828,3,7,9,2,2,2,3,1
264156,,,7,9,3,2,2,2,2
264157,,,7,5,6,6,6,3,2
264158,1.07380759674135,3,4,5,5,2,2,2,2
264159,,,4,11,4,5,4,3,1
264160,0.544617245058025,2,7,11,3,3,3,3,2
264161,,,7,2,3,3,3,2,1
264162,,,7,10,4,4,4,1,2
264163,0.453742683312969,2,4,5,3,3,3,1,2
264165,,,7,3,5,5,5,3,1
264167,0.452050545963982,2,7,5,2,2,2,1,1
264169,,,7,6,4,4,4,3,2
264171,,,7,8,3,3,3,2,1
264172,0.763674944652317,2,7,8,2,3,2,2,2
264175,,,7,8,1,2,1,1,2
264178,0.59305890054989,2,4,10,2,2,2,3,2
264180,,,7,9,2,5,2,2,1
264183,,,4,11,2,4,2,1,2
264184,0.828051058974547,7,7,2,2,4,2,2,2
264186,0.436953636459533,3,7,9,1,2,1,1,2
264192,,,7,2,2,5,2,3,2
264193,,,7,9,2,2,2,1,1
264194,,,4,2,3,3,3,3,2
264196,,,7,8,1,1,1,1,1
264199,,,7,4,6,6,6,3,1
264200,,,7,7,1,2,1,1,2
264201,,,4,5,2,2,2,3,2
264203,,,7,9,2,3,2,2,1
264204,,,4,2,3,5,3,3,1
264205,,,7,1,6,5,5,2,1
264209,1.51218277617275,2,4,9,6,6,6,3,1
264210,2.08763591400335,3,4,9,2,2,2,2,2
264214,,,7,6,3,3,3,3,2
264215,,,4,4,3,3,3,3,1
264218,,,4,2,3,2,2,2,1
264219,1.44177960468707,3,4,9,4,6,4,3,2
264221,0.771996767162226,2,7,9,1,4,1,2,2
264222,1.6268747261596,2,4,2,1,2,1,3,1
264223,,,7,2,5,5,5,3,1
264226,0.416420607255283,2,7,2,1,3,1,1,1
264227,,,7,6,1,2,1,1,1
264232,,,4,7,5,6,5,3,2
264234,,,7,10,4,5,4,3,1
264235,0.828926821622005,3,7,9,3,6,3,3,1
264238,0.576811233524433,3,7,4,5,5,5,3,1
264240,,,4,1,6,6,6,3,2
264241,,,7,9,1,2,1,3,1
264242,1.69611853648367,4,7,1,5,3,3,3,2
264243,,,4,10,4,2,2,1,2
264246,0.497249545822721,2,7,5,1,2,1,3,2
264247,,,7,5,3,6,3,3,2
264248,,,7,2,2,4,2,3,1
264249,1.39971092293379,3,7,1,5,5,5,2,2
264250,0.972458093297123,2,7,5,1,2,1,1,2
264254,,,7,3,3,3,3,1,1
264255,,,7,2,5,4,4,3,2
264256,,,7,3,2,2,2,1,2
264258,,,7,6,2,6,2,1,2
264260,0.490027063884699,2,7,10,2,5,2,1,1
264261,1.82711089898794,2,7,6,1,2,1,3,2
264262,1.25939546812267,2,7,8,4,5,4,3,1
264263,,,7,6,3,6,3,3,2
264265,1.78100158645338,2,-9,9,2,2,2,3,2
264266,,,7,10,4,4,4,3,1
264272,1.0499942307193,2,4,3,3,5,3,3,1
264276,,,7,9,2,5,2,2,1
264278,0.421020794165403,2,7,1,6,6,6,1,2
264279,,,7,1,5,3,3,3,1
264280,0.866796570140817,3,7,9,4,3,3,3,2
264282,0.389574450194728,2,7,8,2,2,2,1,1
264286,,,7,1,2,3,2,2,1
264289,,,1,3,4,2,2,3,1
264290,,,4,8,1,3,1,2,1
264293,,,7,3,3,6,3,2,2
264295,,,7,2,6,5,5,1,1
264296,,,7,4,2,2,2,1,1
264298,0.85742782208482,3,4,9,3,3,3,2,2
264303,0.428474878967128,2,7,1,1,6,1,1,2
264305,,,4,5,5,6,5,3,2
264307,0.583124578468484,3,7,2,1,2,1,3,1
264308,2.48196358198221,3,7,6,1,5,1,3,1
264309,0.657170184064231,2,7,10,2,6,2,3,1
264312,5.42296897377012,3,4,9,3,5,3,1,1
264313,,,4,11,2,2,2,1,2
264314,,,7,2,5,2,2,3,2
264316,,,4,4,4,2,2,3,2
264317,,,7,5,4,2,2,3,1
264319,,,7,10,6,5,5,3,2
264325,,,7,9,5,4,4,3,2
264326,,,7,2,4,5,4,3,1
264327,,,7,6,4,4,4,3,1
264332,,,4,2,5,2,2,3,1
264335,0.970585914754742,3,7,9,2,3,2,3,2
264336,,,7,5,3,5,3,2,1
264337,,,4,2,2,3,2,1,2
264338,,,4,9,5,3,3,3,2
264339,,,7,7,6,6,6,2,2
264340,1.12536387279139,2,4,11,2,5,2,2,1
264342,,,7,6,4,3,3,2,1
264343,0.751440132105377,3,4,10,3,3,3,3,2
264346,,,7,10,4,2,2,3,1
264348,,,1,8,4,2,2,3,2
264349,,,7,11,3,3,3,2,2
264350,,,7,2,5,5,5,3,2
264351,0.83483717854455,2,7,11,2,2,2,1,2
264353,,,7,6,2,2,2,2,2
264354,,,7,2,5,5,5,3,2
264358,0.293497268956587,2,7,10,5,2,2,3,2
264359,,,4,5,3,2,2,1,1
264361,,,7,3,2,5,2,2,2
264363,,,7,8,3,6,3,2,2
264366,0.618446592228495,2,7,3,2,3,2,2,2
264370,,,7,3,3,1,1,3,1
264371,0.527378094830029,2,4,8,1,1,1,1,2
264372,,,7,8,3,6,3,2,1
264377,,,7,2,4,6,4,3,1
264379,3.01487519521638,2,7,3,4,4,4,3,2
264380,,,7,7,1,1,1,2,1
264381,,,7,2,2,5,2,2,1
264382,,,7,10,1,4,1,1,1
264384,,,4,8,6,2,2,1,2
264388,,,4,5,2,2,2,3,1
264390,,,7,3,5,4,4,3,2
264391,0.565204749244127,2,7,5,3,3,3,1,1
264393,,,4,1,1,6,1,1,1
264394,0.398230774746413,3,7,3,3,3,3,3,2
264397,0.634698132451278,3,7,5,5,3,3,3,1
264399,,,4,4,3,3,3,3,1
264400,,,7,5,6,3,3,3,2
264402,,,7,6,4,5,4,3,2
264404,,,7,3,5,5,5,3,2
264405,,,4,2,2,2,2,2,1
264407,,,4,10,6,2,2,1,1
264408,0.549475774679507,2,7,8,2,2,2,1,2
264410,,,7,3,4,5,4,3,2
264411,,,7,2,5,6,5,3,1
264412,0.485404514014927,2,7,2,3,3,3,3,1
264415,,,4,6,1,6,1,2,1
264416,,,4,3,2,2,2,2,1
264417,0.698470324554691,2,7,9,2,2,2,1,2
264421,2.37555885853573,2,4,5,2,6,2,1,1
264424,,,7,6,5,4,4,3,1
264425,,,7,2,1,2,1,3,1
264426,,,4,6,6,6,6,3,1
264427,0.502232584505774,2,7,6,2,1,1,2,2
264428,1.01562203502912,2,4,9,2,1,1,1,2
264431,,,4,6,5,5,5,2,2
264432,,,7,2,4,2,2,3,2
264435,0.334673752604964,2,4,2,2,2,2,3,1
264437,,,7,5,5,3,3,3,1
264438,0.640120152989215,2,7,9,1,5,1,3,1
264440,,,7,2,6,3,3,2,2
264441,,,7,8,2,3,2,3,1
264442,0.78701319096848,3,4,9,5,5,5,3,1
264443,,,7,5,4,3,3,3,1
264444,,,7,10,4,3,3,3,2
264446,,,4,7,6,2,2,1,2
264447,,,7,4,3,6,3,2,2
264450,,,7,10,2,2,2,2,2
264452,,,7,5,6,5,5,3,2
264453,,,4,3,5,5,5,3,1
264455,,,1,10,6,6,6,3,2
264456,,,4,9,4,1,1,1,1
264457,,,4,4,6,6,6,3,2
264459,,,7,2,6,6,6,3,1
264461,0.907365023749899,3,7,6,3,6,3,3,2
264463,,,7,5,3,5,3,3,2
264464,,,7,9,1,2,1,1,2
264468,,,4,4,3,3,3,1,2
264469,,,7,9,2,2,2,1,2
264470,,,7,9,1,2,1,1,2
264472,,,7,10,2,2,2,1,2
264475,2.23210947468863,6,4,11,4,6,4,1,1
264476,,,4,2,1,2,1,3,1
264479,,,7,8,6,5,5,2,2
264480,,,7,9,1,1,1,1,1
264482,1.40723176061956,2,7,6,2,2,2,1,1
264485,,,7,9,2,3,2,1,1
264488,0.483825106483679,2,7,2,2,2,2,2,2
264491,,,7,10,6,6,6,3,1
264493,0.573375827085015,2,7,10,5,2,2,3,2
264494,,,4,6,2,2,2,2,2
264495,0.528993000315274,3,4,9,6,5,5,1,2
264496,,,7,3,4,6,4,3,1
264500,,,7,3,3,2,2,2,1
264502,,,4,5,6,6,6,1,1
264504,0.74253175050744,2,7,11,1,6,1,1,1
264506,,,4,10,3,2,2,3,1
264508,,,4,7,1,6,1,1,1
264511,0.986384134272401,2,4,6,2,2,2,1,2
264513,,,1,1,6,6,6,3,1
264514,,,7,2,6,5,5,3,1
264515,,,7,3,6,5,5,3,1
264516,1.02399554447168,1,7,5,6,4,4,3,2
264517,,,7,9,5,1,1,2,2
264521,1.02732231440721,3,7,4,5,4,4,3,2
264522,,,4,8,3,6,3,3,2
264525,2.54681284707076,3,4,9,5,4,4,3,2
264526,,,7,4,1,2,1,2,1
264527,1.81140066438018,3,7,6,4,1,1,1,1
264528,,,7,9,2,4,2,3,2
264529,0.317910248760314,2,7,3,5,2,2,3,2
264532,,,7,5,6,5,5,3,2
264535,,,7,4,3,3,3,2,2
264536,,,7,7,6,6,6,3,2
264537,0.435141191336309,2,7,5,1,2,1,1,2
264539,0.466717023843289,2,7,2,1,2,1,1,2
264541,,,7,4,6,4,4,3,1
264543,0.713233154385769,2,7,1,1,3,1,1,1
264545,,,7,4,3,2,2,2,1
264546,,,4,2,1,3,1,3,1
264548,,,7,1,6,3,3,2,2
264549,,,7,11,4,6,4,2,2
264550,,,7,9,3,3,3,1,1
264551,,,4,9,6,6,6,1,1
264552,,,7,5,3,6,3,3,2
264554,,,7,5,2,5,2,3,1
264555,0.494805856728928,2,7,8,6,6,6,3,1
264556,1.50360205761907,2,7,1,2,3,2,3,1
264557,0.912218317339281,2,7,5,2,3,2,3,2
264559,0.577499231164038,3,7,3,3,5,3,3,2
264560,,,4,10,5,5,5,3,2
264565,0.864830421101145,3,7,4,4,3,3,3,1
264566,0.39844579022325,2,7,2,2,5,2,1,2
264567,1.16264687150446,6,7,3,6,2,2,3,1
264570,,,4,2,5,2,2,1,1
264572,1.24144508166794,3,4,1,3,3,3,3,2
264573,,,4,3,4,5,4,2,1
264576,,,4,10,2,4,2,2,2
264578,0.621900589082518,2,7,11,4,5,4,3,2
264579,1.51480684606816,3,7,6,3,3,3,2,1
264580,3.93937845303946,3,7,3,6,5,5,3,1
264581,0.940292665701542,3,4,5,1,3,1,3,2
264582,2.64464924614671,3,7,7,6,5,5,2,2
264583,2.29662093332701,1,7,7,5,6,5,3,1
264584,0.756320104241636,3,7,4,3,3,3,3,2
264585,,,7,8,2,5,2,2,1
264586,,,7,8,5,3,3,3,1
264587,6.39330670657173,3,4,8,5,5,5,3,1
264588,,,7,8,2,5,2,1,2
264589,,,4,10,2,4,2,1,1
264590,0.580682208094184,2,7,4,2,3,2,3,2
264594,1.19844533202801,2,7,10,4,4,4,1,2
264595,,,7,7,6,6,6,3,2
264596,1.28155357115165,2,4,5,3,3,3,3,1
264599,,,4,3,1,3,1,1,2
264600,1.54343090671395,6,7,7,6,6,6,3,2
264601,0.661178711342338,2,7,5,1,5,1,1,1
264602,0.516319635896286,2,7,1,4,2,2,2,1
264603,2.10222518588676,1,7,4,4,6,4,3,1
264605,0.425153230352655,2,7,8,5,1,1,3,2
264608,,,7,3,6,5,5,3,2
264610,,,4,9,6,5,5,3,2
264611,0.906270428516548,2,7,5,2,5,2,3,2
264614,1.09549542073315,4,4,4,2,5,2,3,1
264615,,,7,6,4,5,4,3,2
264616,,,7,5,4,3,3,3,1
264617,,,4,8,3,1,1,1,1
264619,,,4,2,6,3,3,3,1
264622,,,7,9,3,3,3,1,2
264623,,,7,9,1,1,1,1,1
264624,,,4,2,6,5,5,3,2
264625,,,7,9,4,6,4,3,2
264626,,,7,9,1,1,1,1,1
264629,0.314929526925385,2,7,9,1,2,1,1,2
264630,,,4,3,5,6,5,1,2
264633,,,7,9,3,3,3,3,2
264634,,,4,4,4,4,4,3,2
264636,0.371274726232032,2,7,3,2,1,1,2,2
264637,,,7,2,4,6,4,3,1
264639,0.491278785289703,2,7,8,6,1,1,1,2
264640,,,7,9,4,6,4,3,2
264641,,,4,2,6,6,6,3,2
264642,1.25097311835141,3,4,10,1,4,1,3,2
264643,,,4,9,6,6,6,3,1
264645,,,7,10,1,3,1,1,1
264652,,,1,2,4,2,2,3,2
264653,,,4,3,4,3,3,2,2
264654,,,4,4,5,4,4,3,2
264655,,,1,4,6,6,6,3,1
264656,,,4,8,2,6,2,3,2
264658,,,4,1,5,4,4,3,1
264659,,,7,2,1,4,1,2,2
264660,0.889224694858049,2,7,3,3,3,3,3,2
264663,,,7,6,2,3,2,2,2
264664,0.525742112116055,3,4,5,5,4,4,1,2
264665,1.06356442473543,3,7,11,6,5,5,3,2
264668,0.406588592113013,2,7,8,1,5,1,1,2
264671,,,7,3,5,5,5,3,1
264676,,,7,1,2,3,2,1,2
264677,,,4,2,4,5,4,3,1
264678,,,7,8,3,3,3,2,1
264679,,,7,10,6,2,2,3,2
264680,,,7,4,5,5,5,3,2
264683,,,7,4,3,3,3,3,2
264686,,,7,10,1,2,1,3,2
264689,,,7,10,2,5,2,1,2
264691,0.524404097076452,2,7,6,3,5,3,3,2
264692,,,7,3,3,3,3,3,1
264695,,,7,9,6,6,6,2,1
264696,,,7,2,3,2,2,3,1
264697,0.569256278471135,3,7,6,2,6,2,2,2
264699,,,4,11,4,6,4,2,1
264700,,,7,8,6,6,6,3,1
264702,0.989882470759357,7,7,2,6,6,6,3,2
264703,,,7,3,6,3,3,2,2
264705,,,-9,9,4,6,4,3,1
264706,,,7,8,3,6,3,3,1
264707,,,7,5,2,5,2,2,1
264708,0.942020907393997,6,4,3,4,4,4,2,2
264709,,,4,10,3,5,3,2,2
264711,0.540708339147151,2,7,4,2,2,2,1,2
264713,,,4,10,1,4,1,2,2
264715,0.712212791865538,2,7,2,5,2,2,1,1
264716,1.39682142543062,3,7,1,4,6,4,3,1
264717,,,4,8,3,2,2,3,2
264721,,,4,9,2,2,2,1,1
264722,,,7,9,1,2,1,1,1
264723,,,7,5,2,3,2,2,1
264725,1.04646272731114,3,4,6,5,4,4,3,2
264729,,,7,8,2,5,2,3,2
264734,0.320229768092168,2,7,2,2,3,2,2,2
264743,,,4,2,4,6,4,3,2
264745,,,4,2,6,3,3,2,2
264747,0.365765442513168,2,7,5,1,2,1,1,2
264749,0.95863648928631,3,7,4,2,2,2,2,2
264750,,,7,6,4,4,4,2,2
264751,,,7,5,6,5,5,3,1
264752,0.653362069317009,2,7,6,2,4,2,3,2
264756,0.445043172989145,2,7,2,2,5,2,1,1
264757,0.506330371935734,2,7,2,3,6,3,3,1
264758,,,7,5,2,6,2,3,1
264760,,,4,4,1,2,1,1,1
264763,0.349217205531155,2,7,8,3,5,3,3,2
264767,,,7,10,1,2,1,3,2
264770,,,7,4,5,5,5,3,1
264772,,,7,6,1,6,1,3,2
264777,,,4,6,3,3,3,3,2
264778,1.52958445951858,3,4,11,2,6,2,1,2
264780,0.526080266041652,4,4,5,6,5,5,3,2
264782,0.534035673676029,2,7,8,1,1,1,1,2
264783,0.598395869089686,2,4,2,4,6,4,3,1
264785,,,7,9,2,5,2,3,2
264786,0.666400569984404,2,7,6,3,5,3,1,1
264787,1.03437492330247,2,7,10,2,2,2,2,2
264793,,,7,10,6,3,3,2,2
264794,,,7,4,3,3,3,1,2
264797,2.73325741859972,2,4,3,6,3,3,3,1
264799,,,7,9,2,3,2,1,2
264801,,,7,11,2,2,2,1,1
264803,0.263902243982399,2,7,8,2,5,2,1,2
264804,,,4,9,1,3,1,1,1
264810,,,7,7,2,2,2,1,2
264811,,,4,3,1,1,1,1,2
264812,0.412311736907758,2,7,3,4,5,4,3,1
264814,,,4,2,6,6,6,3,1
264815,0.560622362281222,1,4,6,3,5,3,3,2
264818,0.402170967359158,2,7,2,3,6,3,3,2
264820,,,7,9,4,3,3,3,1
264821,,,7,6,3,6,3,1,1
264822,0.576328975311964,5,4,6,4,3,3,2,2
264825,,,7,9,4,2,2,1,2
264826,,,7,11,6,4,4,3,1
264830,,,7,5,2,2,2,1,1
264834,,,4,4,2,5,2,1,1
264835,,,7,9,2,1,1,2,1
264836,0.524821730397271,2,4,8,2,2,2,1,2
264838,,,4,10,4,2,2,1,2
264840,0.905103408706486,3,7,2,2,6,2,2,2
264841,0.569256278471135,3,7,6,5,3,3,3,2
264846,,,7,9,1,5,1,2,1
264849,1.24575925747618,3,4,4,2,5,2,3,1
264851,0.584956862194908,2,7,9,1,2,1,1,2
264852,0.495264213620923,2,7,6,2,1,1,1,2
264853,0.642661743344784,3,7,5,1,3,1,1,2
264854,,,7,5,1,2,1,1,1
264856,7.17243555066144,3,7,2,4,2,2,3,1
264858,,,7,11,3,5,3,2,2
264860,,,7,3,2,3,2,3,1
264861,,,7,3,6,2,2,3,2
264862,0.564413111731442,2,4,5,2,1,1,1,2
264866,,,7,5,2,6,2,2,2
264867,,,7,9,3,5,3,3,2
264869,1.2876552337697,2,7,8,5,5,5,3,1
264871,1.78889055025566,1,4,3,3,5,3,3,1
264872,,,7,8,2,2,2,1,2
264875,,,7,9,1,4,1,2,2
264878,0.904887273667086,2,7,3,5,5,5,3,2
264879,,,4,8,2,3,2,1,1
264880,0.468993437170723,2,7,10,3,2,2,2,1
264881,0.68715636997573,1,4,9,4,3,3,3,1
264882,,,4,7,3,3,3,1,2
264883,,,4,9,6,6,6,1,2
264885,0.487153108344087,4,7,5,1,3,1,1,2
264888,0.68594839811402,2,7,1,3,2,2,1,2
264889,,,4,4,4,5,4,3,1
264894,,,4,11,6,6,6,3,1
264895,,,7,10,6,5,5,3,2
264896,1.91702577480039,1,4,3,6,4,4,3,1
264897,,,7,8,3,3,3,2,2
264898,0.679946441113707,2,7,8,5,6,5,3,2
264900,0.393289122687231,2,7,10,2,2,2,1,2
264905,,,7,3,4,4,4,3,1
264908,,,7,11,6,5,5,3,2
264910,,,7,2,2,2,2,2,2
264911,0.399052758685912,2,7,10,2,3,2,2,2
264912,,,7,4,2,3,2,2,2
264913,,,7,3,3,2,2,3,2
264915,,,7,2,5,5,5,3,2
264918,,,7,10,6,6,6,1,1
264919,0.85020099257829,4,7,9,6,6,6,3,2
264920,,,7,6,1,3,1,2,1
264922,,,7,1,4,3,3,3,2
264927,,,7,9,2,3,2,3,2
264928,,,1,5,3,4,3,1,1
264931,0.591374739096982,3,4,9,4,4,4,3,2
264935,,,4,9,2,2,2,1,2
264937,0.558201289516139,2,7,2,5,3,3,3,2
264938,0.767717112152733,2,7,11,1,1,1,1,2
264941,,,4,2,6,5,5,3,2
264944,0.677118547127249,2,4,5,2,1,1,1,2
264945,,,4,10,6,2,2,2,2
264949,,,1,3,5,6,5,3,1
264951,0.792588146477005,3,7,5,1,5,1,3,1
264952,,,4,3,6,6,6,3,2
264954,0.416913003302083,2,7,4,1,1,1,1,1
264956,,,4,3,5,5,5,2,2
264957,,,4,5,6,6,6,3,2
264959,0.613566359080335,2,7,4,2,2,2,2,1
264961,,,7,7,1,6,1,2,2
264962,0.727433326465448,2,7,10,1,2,1,2,1
264963,,,4,10,3,3,3,3,2
264964,,,7,9,5,5,5,3,1
264965,,,7,3,6,5,5,3,2
264966,,,7,7,6,6,6,3,2
264967,1.1114661473267,3,7,2,4,6,4,2,2
264968,,,7,10,2,2,2,3,2
264971,0.786604715728708,2,7,2,2,2,2,3,1
264978,,,7,9,5,5,5,3,1
264979,,,7,5,6,3,3,3,2
264980,,,4,10,4,3,3,2,2
264981,0.538042735833191,3,7,8,1,1,1,1,2
264984,,,7,10,4,5,4,3,1
264988,,,4,10,6,6,6,1,2
